AmenityCrosswalkValue,EntityCode
Survey|20180508|1|00185|DiningRoom|1,00185
Survey|20180508|1|02283|DiningRoom|1,02283
Survey|20180508|1|00106|DiningRoom|1,00106
Survey|20180508|1|00622|DiningRoom|1,00622
Survey|20180508|1|00375|DiningRoom|1,00375
Survey|20180508|1|01191|DiningRoom|1,01191
Survey|20180508|1|01554|DiningRoom|1,01554
Survey|20180508|1|00164|DiningRoom|2,00164
Survey|20180508|1|00646|DiningRoom|1,00646
Survey|20180508|1|00198|DiningRoom|2,00198
Survey|20180508|1|00454|DiningRoom|1,00454
Survey|20180508|1|00170|FitnessCenter|1,00170
Survey|20180508|1|01545|AVEquipment|1,01545
Survey|20180508|1|01545|GolfEvents|1,01545
Survey|20180508|1|01545|AnytimeLounge|1,01545
Survey|20180508|1|01545|SelfParking|1,01545
Survey|20180508|1|02889|GolfServices|1,02889
Survey|20180508|1|00448|GolfServices|1,00448
Survey|20180508|1|00375|GolfServices|1,00375
Survey|20180508|1|00107|GolfServices|1,00107
Survey|20180508|1|02836|GolfServices|1,02836
Survey|20180508|1|02773|GolfServices|1,02773
Survey|20180508|1|00979|GolfServices|1,00979
Survey|20180508|1|01591|GolfServices|1,01591
Survey|20180508|1|02282|GolfServices|1,02282
Survey|20180508|1|02700|GolfServices|1,02700
Survey|20180508|1|00238|GolfServices|1,00238
Survey|20180508|1|00259|GolfServices|1,00259
Survey|20180508|1|00522|GolfServices|1,00522
Survey|20180508|1|02703|GolfServices|1,02703
Survey|20180508|1|02283|GolfServices|1,02283
Survey|20180508|1|02602|GolfServices|1,02602
Survey|20180508|1|01584|CateringServices|1,01584
Survey|20180508|1|00268|PickleballCourts|1,00268
Survey|20180508|1|00268|Weddings|1,00268
Survey|20180508|1|01578|GolfCourse|1,01578
Survey|20180508|1|02775|GolfCourse|1,02775
Survey|20180508|1|03112|GolfCourse|1,03112
Survey|20180508|1|01458|GolfCourse|1,01458
Survey|20180508|1|02808|GolfCourse|1,02808
Survey|20180508|1|00164|GolfCourse|2,00164
Survey|20180508|1|02602|GolfCourse|1,02602
Survey|20180508|1|02702|GolfCourse|1,02702
Survey|20180508|1|01579|GolfCourse|3,01579
Survey|20180508|1|00106|GolfCourse|1,00106
Survey|20180508|1|03070|GolfServices|1,03070
Survey|20180508|1|02069|Fishing|1,02069
Survey|20180508|1|00561|GolfCourse|2,00561
Survey|20180508|1|02284|Whirlpool|1,02284
Survey|20180508|1|00245|Whirlpool|1,00245
Survey|20180508|1|00192|Whirlpool|1,00192
Survey|20180508|1|02753|Whirlpool|1,02753
Survey|20180508|1|00253|GolfCourse|1,00253
Survey|20180508|1|02948|GolfCourse|1,02948
Survey|20180508|1|01136|GolfCourse|1,01136
Survey|20180508|1|02069|Whirlpool|1,02069
Survey|20180508|1|02997|GolfCourse|1,02997
Survey|20180508|1|01430|GolfServices|1,01430
Survey|20180508|1|03065|GolfServices|1,03065
Survey|20180508|1|00128|GolfCourse|1,00128
Survey|20180508|1|01644|GolfCourse|1,01644
Survey|20180508|1|01441|GolfCourse|1,01441
Survey|20180508|1|00106|GolfCourse|3,00106
Survey|20180508|1|00116|GolfCourse|1,00116
Survey|20180508|1|02816|GolfCourse|1,02816
Survey|20180508|1|02700|GolfCourse|1,02700
Survey|20180508|1|02987|GolfCourse|1,02987
Survey|20180508|1|02985|GolfCourse|1,02985
Survey|20180508|1|00112|Sauna|1,00112
Survey|20180508|1|00764|Sauna|1,00764
Survey|20180508|1|02284|Sauna|1,02284
Survey|20180508|1|00245|Sauna|1,00245
Survey|20180508|1|00734|Sauna|1,00734
Survey|20180508|1|02701|Sauna|1,02701
Survey|20180508|1|02594|Sauna|1,02594
Survey|20180508|1|01098|Sauna|1,01098
Survey|20180508|1|00685|GolfServices|1,00685
Survey|20180508|1|02280|Spa|1,02280
Survey|20180508|1|00654|Spa|1,00654
Survey|20180508|1|00678|Sauna|1,00678
Survey|20180508|1|01063|TennisCourts|1,01063
Survey|20180508|1|00522|Sauna|1,00522
Survey|20180508|1|00387|GolfCourse|2,00387
Survey|20180508|1|02748|GolfCourse|1,02748
Survey|20180508|1|00116|AnytimeLounge|1,00116
Survey|20180508|1|00105|DiningRoom|1,00105
Survey|20180508|1|02701|GolfCourse|1,02701
Survey|20180508|1|01554|GolfCourse|1,01554
Survey|20180508|1|00131|GolfCourse|1,00131
Survey|20180508|1|00979|BasketballCourt|1,00979
Survey|20180508|1|00192|BasketballCourt|1,00192
Survey|20180508|1|01441|BasketballCourt|1,01441
Survey|20180508|1|00260|BocceBall|1,00260
Survey|20180508|1|01056|Croquet|1,01056
Survey|20180508|1|00164|Pool|1,00164
Survey|20180508|1|02280|Pool|1,02280
Survey|20180508|1|00685|Pool|1,00685
Survey|20180508|1|03008|Pool|1,03008
Survey|20180508|1|00103|Pool|1,00103
Survey|20180508|1|02845|Pool|1,02845
Survey|20180508|1|00002|Pool|1,00002
Survey|20180508|1|02069|Pool|1,02069
Survey|20180508|1|00260|Pool|1,00260
Survey|20180508|1|03083|Pool|1,03083
Survey|20180508|1|02889|Pool|1,02889
Survey|20180508|1|00514|PoolServices|1,00514
Survey|20180508|1|02779|PoolServices|1,02779
Survey|20180508|1|02661|PoolServices|1,02661
Survey|20180508|1|02175|PoolServices|1,02175
Survey|20180508|1|02866|PoolServices|1,02866
Survey|20180508|1|02175|Pool|1,02175
Survey|20180508|1|00745|Pool|1,00745
Survey|20180508|1|02889|PoolServices|1,02889
Survey|20180508|1|03083|PoolServices|1,03083
Survey|20180508|1|00674|Villas|1,00674
Survey|20180508|1|01582|Cottages|1,01582
Survey|20180508|1|00183|RacquetballCourts|1,00183
Survey|20180508|1|01593|Pool|1,01593
Survey|20180508|1|00105|GolfCourse|1,00105
Survey|20180508|1|00105|GolfPracticeFacility|1,00105
Survey|20180508|1|00103|GolfCourse|3,00103
Survey|20180508|1|00105|GolfServices|1,00105
Survey|20180508|1|02810|DiningRoom|1,02810
Survey|20180508|1|00881|DiningRoom|1,00881
Survey|20180508|1|02849|DiningRoom|1,02849
Survey|20180508|1|00107|ConferenceRoom|1,00107
Survey|20180508|1|02602|GolfPracticeFacility|1,02602
Survey|20180508|1|01063|AVEquipment|1,01063
Survey|20180508|1|02847|AVEquipment|1,02847
Survey|20180508|1|02845|AVEquipment|1,02845
Survey|20180508|1|00002|AVEquipment|1,00002
Survey|20180508|1|00574|AVEquipment|1,00574
Survey|20180508|1|00100|PickleballCourts|1,00100
Survey|20180508|1|00112|PickleballCourts|1,00112
Survey|20180508|1|01598|AVEquipment|1,01598
Survey|20180508|1|02175|AVEquipment|1,02175
Survey|20180508|1|02596|AVEquipment|1,02596
Survey|20180508|1|02997|AVEquipment|1,02997
Survey|20180508|1|02810|AVEquipment|1,02810
Survey|20180508|1|02705|AVEquipment|1,02705
Survey|20180508|1|02775|AVEquipment|1,02775
Survey|20180508|1|00107|AVEquipment|1,00107
Survey|20180508|1|00375|AVEquipment|1,00375
Survey|20180508|1|01104|AVEquipment|1,01104
Survey|20180508|1|00745|AVEquipment|1,00745
Survey|20180508|1|00131|AVEquipment|1,00131
Survey|20180508|1|01556|AVEquipment|1,01556
Survey|20180508|1|02987|AVEquipment|1,02987
Survey|20180508|1|01582|AVEquipment|1,01582
Survey|20180508|1|01579|AVEquipment|1,01579
Survey|20180508|1|01564|AVEquipment|1,01564
Survey|20180508|1|02202|CorporateEvents|1,02202
Survey|20180508|1|02865|CorporateEvents|1,02865
Survey|20180508|1|02595|CorporateEvents|1,02595
Survey|20180508|1|02773|CorporateEvents|1,02773
Survey|20180508|1|02820|CorporateEvents|1,02820
Survey|20180508|1|01099|CorporateEvents|1,01099
Survey|20180508|1|02866|CorporateEvents|1,02866
Survey|20180508|1|00541|CorporateEvents|1,00541
Survey|20180508|1|00253|CorporateEvents|1,00253
Survey|20180508|1|01724|CorporateEvents|1,01724
Survey|20180508|1|01592|CorporateEvents|1,01592
Survey|20180508|1|02773|Weddings|1,02773
Survey|20180508|1|02808|Weddings|1,02808
Survey|20180508|1|00199|Weddings|1,00199
Survey|20180508|1|01592|Weddings|1,01592
Survey|20180508|1|03083|Weddings|1,03083
Survey|20180508|1|02702|Weddings|1,02702
Survey|20180508|1|00764|Weddings|1,00764
Survey|20180508|1|00703|Weddings|1,00703
Survey|20180508|1|02506|Weddings|1,02506
Survey|20180508|1|00657|Weddings|1,00657
Survey|20180508|1|02895|Weddings|1,02895
Survey|20180508|1|02616|Weddings|1,02616
Survey|20180508|1|02901|Weddings|1,02901
Survey|20180508|1|02816|Weddings|1,02816
Survey|20180508|1|02849|Weddings|1,02849
Survey|20180508|1|01054|Weddings|1,01054
Survey|20180508|1|02948|Weddings|1,02948
Survey|20180508|1|00541|Weddings|1,00541
Survey|20180508|1|02661|Weddings|1,02661
Survey|20180508|1|02594|Weddings|1,02594
Survey|20180508|1|00157|Weddings|1,00157
Survey|20180508|1|01099|Weddings|1,01099
Survey|20180508|1|01596|Weddings|1,01596
Survey|20180508|1|00269|Weddings|1,00269
Survey|20180508|1|00648|Weddings|1,00648
Survey|20180508|1|00253|Weddings|1,00253
Survey|20180508|1|01668|Weddings|1,01668
Survey|20180508|1|00996|Weddings|1,00996
Survey|20180508|1|01441|Weddings|1,01441
Survey|20180508|1|02704|Weddings|1,02704
Survey|20180508|1|01582|Weddings|1,01582
Survey|20180508|1|03016|Weddings|1,03016
Survey|20180508|1|02505|Weddings|1,02505
Survey|20180508|1|02863|Weddings|1,02863
Survey|20180508|1|03016|BusinessServices|1,03016
Survey|20180508|1|01668|BusinessServices|1,01668
Survey|20180508|1|00996|BusinessServices|1,00996
Survey|20180508|1|02594|BusinessServices|1,02594
Survey|20180508|1|02202|BusinessServices|1,02202
Survey|20180508|1|00654|BusinessServices|1,00654
Survey|20180508|1|02840|BusinessServices|1,02840
Survey|20180508|1|02596|BusinessServices|1,02596
Survey|20180508|1|00476|BusinessServices|1,00476
Survey|20180508|1|00112|BusinessServices|1,00112
Survey|20180508|1|02786|BusinessServices|1,02786
Survey|20180508|1|00556|BusinessServices|1,00556
Survey|20180508|1|02855|BusinessServices|1,02855
Survey|20180508|1|00678|BusinessServices|1,00678
Survey|20180508|1|02284|BusinessServices|1,02284
Survey|20180508|1|02705|BusinessServices|1,02705
Survey|20180508|1|01594|BusinessServices|1,01594
Survey|20180508|1|01349|BusinessServices|1,01349
Survey|20180508|1|00730|BusinessServices|1,00730
Survey|20180508|1|00269|BusinessServices|1,00269
Survey|20180508|1|01100|BusinessServices|1,01100
Survey|20180508|1|02834|BusinessServices|1,02834
Survey|20180508|1|01475|CorporateEvents|1,01475
Survey|20180508|1|03110|CorporateEvents|1,03110
Survey|20180508|1|01545|PrivateDiningAndMeetingRooms|1,01545
Survey|20180508|1|00170|TennisServices|1,00170
Survey|20180508|1|01545|CorporateEvents|1,01545
Survey|20180508|1|01545|GolfPracticeFacility|1,01545
Survey|20180508|1|00192|DiningRoom|1,00192
Survey|20180508|1|00996|DiningRoom|1,00996
Survey|20180508|1|00387|DiningRoom|2,00387
Survey|20180508|1|02849|TennisCourts|1,02849
Survey|20180508|1|02595|TennisCourts|1,02595
Survey|20180508|1|02703|TennisCourts|1,02703
Survey|20180508|1|02753|TennisCourts|1,02753
Survey|20180508|1|00375|TennisCourts|1,00375
Survey|20180508|1|00561|TennisCourts|1,00561
Survey|20180508|1|00238|PrivateDiningAndMeetingRooms|1,00238
Survey|20180508|1|01578|PrivateDiningAndMeetingRooms|1,01578
Survey|20180508|1|02773|PrivateDiningAndMeetingRooms|1,02773
Survey|20180508|1|01441|PrivateDiningAndMeetingRooms|1,01441
Survey|20180508|1|02830|PrivateDiningAndMeetingRooms|1,02830
Survey|20180508|1|02868|PrivateDiningAndMeetingRooms|1,02868
Survey|20180508|1|02851|PrivateDiningAndMeetingRooms|1,02851
Survey|20180508|1|00641|PrivateDiningAndMeetingRooms|1,00641
Survey|20180508|1|02985|PrivateDiningAndMeetingRooms|1,02985
Survey|20180508|1|02808|PrivateDiningAndMeetingRooms|1,02808
Survey|20180508|1|02703|PrivateDiningAndMeetingRooms|1,02703
Survey|20180508|1|00413|PrivateDiningAndMeetingRooms|1,00413
Survey|20180508|1|01098|PrivateDiningAndMeetingRooms|1,01098
Survey|20180508|1|01688|PrivateDiningAndMeetingRooms|1,01688
Survey|20180508|1|02816|PrivateDiningAndMeetingRooms|1,02816
Survey|20180508|1|00913|PrivateDiningAndMeetingRooms|1,00913
Survey|20180508|1|00100|PrivateDiningAndMeetingRooms|1,00100
Survey|20180508|1|00185|PrivateDiningAndMeetingRooms|1,00185
Survey|20180508|1|02820|PrivateDiningAndMeetingRooms|1,02820
Survey|20180508|1|02280|PrivateDiningAndMeetingRooms|1,02280
Survey|20180508|1|00678|PrivateDiningAndMeetingRooms|1,00678
Survey|20180508|1|02775|ConferenceRoom|1,02775
Survey|20180508|1|00293|ConferenceRoom|1,00293
Survey|20180508|1|01596|ConferenceRoom|1,01596
Survey|20180508|1|02284|ConferenceRoom|1,02284
Survey|20180508|1|00448|ConferenceRoom|1,00448
Survey|20180508|1|03070|ConferenceRoom|1,03070
Survey|20180508|1|01594|ConferenceRoom|1,01594
Survey|20180508|1|01554|ConferenceRoom|1,01554
Survey|20180508|1|03059|ConferenceRoom|1,03059
Survey|20180508|1|03008|Boardroom|1,03008
Survey|20180508|1|00454|Boardroom|1,00454
Survey|20180508|1|02595|Boardroom|1,02595
Survey|20180508|1|02987|Boardroom|1,02987
Survey|20180508|1|01056|Boardroom|1,01056
Survey|20180508|1|02889|Boardroom|1,02889
Survey|20180508|1|01475|Boardroom|1,01475
Survey|20180508|1|02069|Boardroom|1,02069
Survey|20180508|1|02753|Boardroom|1,02753
Survey|20180508|1|00166|ConferenceRoom|1,00166
Survey|20180508|1|01592|DiningRoom|1,01592
Survey|20180508|1|02602|DiningRoom|1,02602
Survey|20180508|1|01054|DiningRoom|1,01054
Survey|20180508|1|02775|DiningRoom|1,02775
Survey|20180508|1|03065|DiningRoom|1,03065
Survey|20180508|1|03059|AnytimeLounge|1,03059
Survey|20180508|1|02701|AnytimeLounge|1,02701
Survey|20180508|1|01475|AnytimeLounge|1,01475
Survey|20180508|1|01162|AnytimeLounge|1,01162
Survey|20180508|1|00164|AnytimeLounge|1,00164
Survey|20180508|1|00245|AnytimeLounge|1,00245
Survey|20180508|1|02777|AnytimeLounge|1,02777
Survey|20180508|1|01644|AnytimeLounge|1,01644
Survey|20180508|1|01578|AnytimeLounge|1,01578
Survey|20180508|1|02753|AnytimeLounge|1,02753
Survey|20180508|1|01098|AnytimeLounge|1,01098
Survey|20180508|1|03016|AnytimeLounge|1,03016
Survey|20180508|1|00574|AnytimeLounge|1,00574
Survey|20180508|1|00522|AnytimeLounge|1,00522
Survey|20180508|1|02616|AnytimeLounge|1,02616
Survey|20180508|1|01682|AnytimeLounge|1,01682
Survey|20180508|1|02504|AnytimeLounge|1,02504
Survey|20180508|1|02849|AnytimeLounge|1,02849
Survey|20180508|1|03110|AnytimeLounge|1,03110
Survey|20180508|1|00745|TennisCourts|1,00745
Survey|20180508|1|02810|GolfServices|1,02810
Survey|20180508|1|00170|GolfPracticeFacility|1,00170
Survey|20180508|1|02595|FitnessCenter|1,02595
Survey|20180508|1|02849|FitnessCenter|1,02849
Survey|20180508|1|02175|FitnessCenter|1,02175
Survey|20180508|1|00522|FitnessCenter|1,00522
Survey|20180508|1|03012|FitnessCenter|1,03012
Survey|20180508|1|01075|FitnessCenter|1,01075
Survey|20180508|1|02948|FitnessCenter|1,02948
Survey|20180508|1|00100|TennisServices|1,00100
Survey|20180508|1|00114|TennisServices|1,00114
Survey|20180508|1|00110|TennisServices|1,00110
Survey|20180508|1|02836|TennisServices|1,02836
Survey|20180508|1|00116|GolfServices|1,00116
Survey|20180508|1|02895|GolfEvents|1,02895
Survey|20180508|1|02777|GolfEvents|1,02777
Survey|20180508|1|00269|GolfEvents|1,00269
Survey|20180508|1|03065|GolfEvents|1,03065
Survey|20180508|1|01798|GolfEvents|1,01798
Survey|20180508|1|02704|GolfEvents|1,02704
Survey|20180508|1|01597|GolfEvents|1,01597
Survey|20180508|1|02773|GolfEvents|1,02773
Survey|20180508|1|03080|GolfEvents|1,03080
Survey|20180508|1|02701|GolfEvents|1,02701
Survey|20180508|1|00514|GolfEvents|1,00514
Survey|20180508|1|00703|GolfEvents|1,00703
Survey|20180508|1|03016|GolfEvents|1,03016
Survey|20180508|1|02824|GolfEvents|1,02824
Survey|20180508|1|02771|GolfEvents|1,02771
Survey|20180508|1|00514|SteamRoom|1,00514
Survey|20180508|1|01099|GolfEvents|1,01099
Survey|20180508|1|02889|Ballroom|1,02889
Survey|20180508|1|00106|Ballroom|1,00106
Survey|20180508|1|00561|Ballroom|1,00561
Survey|20180508|1|01582|Ballroom|1,01582
Survey|20180508|1|00685|Ballroom|1,00685
Survey|20180508|1|01063|Ballroom|1,01063
Survey|20180508|1|01056|Ballroom|1,01056
Survey|20180508|1|00195|Ballroom|1,00195
Survey|20180508|1|02662|Ballroom|1,02662
Survey|20180508|1|03012|Ballroom|1,03012
Survey|20180508|1|00112|Ballroom|1,00112
Survey|20180508|1|02703|Ballroom|1,02703
Survey|20180508|1|03065|Ballroom|1,03065
Survey|20180508|1|02865|Ballroom|1,02865
Survey|20180508|1|02596|Ballroom|1,02596
Survey|20180508|1|01668|Ballroom|1,01668
Survey|20180508|1|02779|Ballroom|1,02779
Survey|20180508|1|00260|Ballroom|1,00260
Survey|20180508|1|01564|GolfCourse|2,01564
Survey|20180508|1|00106|GolfPracticeFacility|1,00106
Survey|20180508|1|02280|GolfPracticeFacility|1,02280
Survey|20180508|1|00913|GolfPracticeFacility|1,00913
Survey|20180508|1|00476|GolfPracticeFacility|1,00476
Survey|20180508|1|01644|GolfPracticeFacility|1,01644
Survey|20180508|1|01162|GolfPracticeFacility|1,01162
Survey|20180508|1|03016|GolfPracticeFacility|1,03016
Survey|20180508|1|02595|GolfPracticeFacility|1,02595
Survey|20180508|1|00685|GolfPracticeFacility|1,00685
Survey|20180508|1|02830|GolfPracticeFacility|1,02830
Survey|20180508|1|02753|GolfPracticeFacility|1,02753
Survey|20180508|1|02824|GolfServices|1,02824
Survey|20180508|1|03083|GolfPracticeFacility|1,03083
Survey|20180508|1|01430|GolfPracticeFacility|1,01430
Survey|20180508|1|01564|GolfPracticeFacility|1,01564
Survey|20180508|1|01688|GolfPracticeFacility|1,01688
Survey|20180508|1|02596|GolfPracticeFacility|1,02596
Survey|20180508|1|01579|GolfPracticeFacility|1,01579
Survey|20180508|1|00114|SocialEvents|1,00114
Survey|20180508|1|02818|SocialEvents|1,02818
Survey|20180508|1|00562|SocialEvents|1,00562
Survey|20180508|1|01682|SocialEvents|1,01682
Survey|20180508|1|00153|SocialEvents|1,00153
Survey|20180508|1|01056|SocialEvents|1,01056
Survey|20180508|1|00164|SocialEvents|1,00164
Survey|20180508|1|02703|SocialEvents|1,02703
Survey|20180508|1|00541|SocialEvents|1,00541
Survey|20180508|1|03083|SocialEvents|1,03083
Survey|20180508|1|00745|SocialEvents|1,00745
Survey|20180508|1|02866|SocialEvents|1,02866
Survey|20180508|1|00476|SocialEvents|1,00476
Survey|20180508|1|02775|SteamRoom|1,02775
Survey|20180508|1|00114|SteamRoom|1,00114
Survey|20180508|1|00750|SteamRoom|1,00750
Survey|20180508|1|00996|SteamRoom|1,00996
Survey|20180508|1|00185|CorporateEvents|1,00185
Survey|20180508|1|02830|CorporateEvents|1,02830
Survey|20180508|1|02808|CorporateEvents|1,02808
Survey|20180508|1|00114|CorporateEvents|1,00114
Survey|20180508|1|00298|CorporateEvents|1,00298
Survey|20180508|1|00118|CorporateEvents|1,00118
Survey|20180508|1|02777|CorporateEvents|1,02777
Survey|20180508|1|01075|TennisCourts|1,01075
Survey|20180508|1|02504|SocialEvents|1,02504
Survey|20180508|1|01644|SocialEvents|1,01644
Survey|20180508|1|02771|SocialEvents|1,02771
Survey|20180508|1|01441|SocialEvents|1,01441
Survey|20180508|1|02814|SocialEvents|1,02814
Survey|20180508|1|02701|SocialEvents|1,02701
Survey|20180508|1|00105|SocialEvents|1,00105
Survey|20180508|1|00654|SocialEvents|1,00654
Survey|20180508|1|01054|SocialEvents|1,01054
Survey|20180508|1|00730|SocialEvents|1,00730
Survey|20180508|1|02861|SocialEvents|1,02861
Survey|20180508|1|01582|SocialEvents|1,01582
Survey|20180508|1|02901|SocialEvents|1,02901
Survey|20180508|1|02847|SocialEvents|1,02847
Survey|20180508|1|02845|SocialEvents|1,02845
Survey|20180508|1|01554|SocialEvents|1,01554
Survey|20180508|1|01594|SocialEvents|1,01594
Survey|20180508|1|01688|SocialEvents|1,01688
Survey|20180508|1|02985|SocialEvents|1,02985
Survey|20180508|1|02834|SocialEvents|1,02834
Survey|20180508|1|01588|SocialEvents|1,01588
Survey|20180508|1|00183|SelfParking|1,00183
Survey|20180508|1|00293|SelfParking|1,00293
Survey|20180508|1|02845|SelfParking|1,02845
Survey|20180508|1|02771|SelfParking|1,02771
Survey|20180508|1|00562|SelfParking|1,00562
Survey|20180508|1|01579|SelfParking|1,01579
Survey|20180508|1|00648|SelfParking|1,00648
Survey|20180508|1|02604|SelfParking|1,02604
Survey|20180508|1|02861|SelfParking|1,02861
Survey|20180508|1|01084|SelfParking|1,01084
Survey|20180508|1|02702|SelfParking|1,02702
Survey|20180508|1|02997|SelfParking|1,02997
Survey|20180508|1|03083|SelfParking|1,03083
Survey|20180508|1|02594|SelfParking|1,02594
Survey|20180508|1|00195|SelfParking|1,00195
Survey|20180508|1|00112|SelfParking|1,00112
Survey|20180508|1|02505|SelfParking|1,02505
Survey|20180508|1|00131|SelfParking|1,00131
Survey|20180508|1|02616|SelfParking|1,02616
Survey|20180508|1|02868|SelfParking|1,02868
Survey|20180508|1|00996|SelfParking|1,00996
Survey|20180508|1|03008|SelfParking|1,03008
Survey|20180508|1|02806|SelfParking|1,02806
Survey|20180508|1|00259|SelfParking|1,00259
Survey|20180508|1|00118|SelfParking|1,00118
Survey|20180508|1|02843|TennisCourts|1,02843
Survey|20180508|1|02866|GolfServices|1,02866
Survey|20180508|1|02843|TennisServices|1,02843
Survey|20180508|1|00105|TennisCourts|1,00105
Survey|20180508|1|00913|ValetParking|1,00913
Survey|20180508|1|02753|ValetParking|1,02753
Survey|20180508|1|00730|ValetParking|1,00730
Survey|20180508|1|02889|ValetParking|1,02889
Survey|20180508|1|01063|ValetParking|1,01063
Survey|20180508|1|01054|ValetParking|1,01054
Survey|20180508|1|01798|SelfParking|1,01798
Survey|20180508|1|02506|SelfParking|1,02506
Survey|20180508|1|00574|SelfParking|1,00574
Survey|20180508|1|00245|ValetParking|1,00245
Survey|20180508|1|02604|CateringServices|1,02604
Survey|20180508|1|00245|CateringServices|1,00245
Survey|20180508|1|02985|CateringServices|1,02985
Survey|20180508|1|01668|CateringServices|1,01668
Survey|20180508|1|02997|CateringServices|1,02997
Survey|20180508|1|02069|CateringServices|1,02069
Survey|20180508|1|01535|CateringServices|1,01535
Survey|20180508|1|03112|SelfParking|1,03112
Survey|20180508|1|01592|GolfServices|1,01592
Survey|20180508|1|01063|GolfServices|1,01063
Survey|20180508|1|01162|GolfServices|1,01162
Survey|20180508|1|02861|GolfServices|1,02861
Survey|20180508|1|02806|GolfServices|1,02806
Survey|20180508|1|02838|GolfServices|1,02838
Survey|20180508|1|00164|GolfServices|1,00164
Survey|20180508|1|02859|GolfCourse|2,02859
Survey|20180508|1|00107|GolfCourse|1,00107
Survey|20180508|1|00375|GolfCourse|1,00375
Survey|20180508|1|01584|GolfCourse|1,01584
Survey|20180508|1|02069|GolfCourse|1,02069
Survey|20180508|1|00114|GolfCourse|1,00114
Survey|20180508|1|01682|GolfCourse|1,01682
Survey|20180508|1|02866|GolfCourse|1,02866
Survey|20180508|1|01056|GolfCourse|1,01056
Survey|20180508|1|02865|GolfCourse|3,02865
Survey|20180508|1|01579|TennisCourts|1,01579
Survey|20180508|1|01579|SteamRoom|1,01579
Survey|20180508|1|00979|GolfCourse|1,00979
Survey|20180508|1|02779|GolfCourse|3,02779
Survey|20180508|1|03059|GolfCourse|1,03059
Survey|20180508|1|02901|GolfCourse|1,02901
Survey|20180508|1|00685|GolfCourse|1,00685
Survey|20180508|1|01099|GolfCourse|3,01099
Survey|20180508|1|02773|GolfCourse|1,02773
Survey|20180508|1|02777|GolfCourse|1,02777
Survey|20180508|1|00268|GolfCourse|2,00268
Survey|20180508|1|00674|GolfCourse|1,00674
Survey|20180508|1|03056|GolfCourse|1,03056
Survey|20180508|1|01063|Sauna|1,01063
Survey|20180508|1|00183|Sauna|1,00183
Survey|20180508|1|00996|Sauna|1,00996
Survey|20180508|1|00185|Sauna|1,00185
Survey|20180508|1|01063|TennisServices|1,01063
Survey|20180508|1|02661|Whirlpool|1,02661
Survey|20180508|1|00100|Sauna|1,00100
Survey|20180508|1|01582|Whirlpool|1,01582
Survey|20180508|1|02851|GolfServices|1,02851
Survey|20180508|1|01578|Spa|1,01578
Survey|20180508|1|00260|Spa|1,00260
Survey|20180508|1|02895|Spa|1,02895
Survey|20180508|1|00183|Spa|1,00183
Survey|20180508|1|01556|Spa|1,01556
Survey|20180508|1|02855|GolfCourse|3,02855
Survey|20180508|1|01597|GolfCourse|1,01597
Survey|20180508|1|00166|AnytimeLounge|1,00166
Survey|20180508|1|00110|AnytimeLounge|1,00110
Survey|20180508|1|02616|GolfCourse|1,02616
Survey|20180508|1|02859|GolfCourse|1,02859
Survey|20180508|1|00674|GolfCourse|2,00674
Survey|20180508|1|00654|BasketballCourt|1,00654
Survey|20180508|1|00131|HotelRooms|1,00131
Survey|20180508|1|00654|RacquetballCourts|1,00654
Survey|20180508|1|00245|Pool|1,00245
Survey|20180508|1|01582|Pool|1,01582
Survey|20180508|1|00107|Pool|1,00107
Survey|20180508|1|01441|Pool|1,01441
Survey|20180508|1|00102|Pool|1,00102
Survey|20180508|1|01136|Pool|1,01136
Survey|20180508|1|02602|Pool|1,02602
Survey|20180508|1|01591|Pool|1,01591
Survey|20180508|1|02283|Pool|1,02283
Survey|20180508|1|00734|Pool|1,00734
Survey|20180508|1|00114|Pool|1,00114
Survey|20180508|1|00238|PoolServices|1,00238
Survey|20180508|1|02701|PoolServices|1,02701
Survey|20180508|1|02814|PoolServices|1,02814
Survey|20180508|1|00734|PoolServices|1,00734
Survey|20180508|1|02703|Pool|1,02703
Survey|20180508|1|00375|Pool|1,00375
Survey|20180508|1|00996|PoolServices|1,00996
Survey|20180508|1|02069|PoolServices|1,02069
Survey|20180508|1|02849|PoolServices|1,02849
Survey|20180508|1|00387|Pool|1,00387
Survey|20180508|1|00100|MiniGolf|1,00100
Survey|20180508|1|00268|PrivateDiningAndMeetingRooms|1,00268
Survey|20180508|1|00268|SteamRoom|1,00268
Survey|20180508|1|01584|BusinessServices|1,01584
Survey|20180508|1|01584|SelfParking|1,01584
Survey|20180508|1|01584|DiningRoom|1,01584
Survey|20180508|1|01584|ConferenceRoom|1,01584
Survey|20180508|1|01593|TennisServices|1,01593
Survey|20180508|1|01593|GolfCourse|2,01593
Survey|20180508|1|01593|SelfParking|1,01593
Survey|20180508|1|01593|PrivateDiningAndMeetingRooms|1,01593
Survey|20180508|1|02786|GolfServices|1,02786
Survey|20180508|1|01593|GolfServices|1,01593
Survey|20180508|1|01054|GolfServices|1,01054
Survey|20180508|1|01593|GolfPracticeFacility|1,01593
Survey|20180508|1|00002|GolfServices|1,00002
Survey|20180508|1|00183|DiningRoom|1,00183
Survey|20180508|1|02855|GolfCourse|2,02855
Survey|20180508|1|03008|DiningRoom|1,03008
Survey|20180508|1|02895|DiningRoom|1,02895
Survey|20180508|1|01591|DiningRoom|1,01591
